image,image_name,error_type,gt_class_id,gt_class,pred_class_id,pred_class,conf,iou,gt_xyxy,pred_xyxy,visualization
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_283.jpg,crazing_283.jpg,false_positive,,,0,crazing,0.106725,,,58.76 98.95 196.57 175.17,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_283.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_283.jpg,crazing_283.jpg,false_negative,0,crazing,,,,,3.00 44.00 86.00 105.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/crazing/crazing_283.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_283.jpg,crazing_283.jpg,false_negative,0,crazing,,,,,3.00 106.00 75.00 192.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/crazing/crazing_283.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_285.jpg,crazing_285.jpg,bad_location,0,crazing,0,crazing,0.192069,0.433620,108.00 18.00 198.00 120.00,67.24 40.37 199.00 150.53,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_285.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_285.jpg,crazing_285.jpg,bad_location,0,crazing,0,crazing,0.246105,0.427726,1.00 11.00 83.00 65.00,0.00 0.07 131.55 78.76,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_285.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_285.jpg,crazing_285.jpg,false_positive,,,0,crazing,0.399610,,,7.52 46.39 199.00 154.03,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_285.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_285.jpg,crazing_285.jpg,false_positive,,,0,crazing,0.321074,,,0.94 0.17 195.65 87.18,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_285.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_285.jpg,crazing_285.jpg,false_positive,,,0,crazing,0.112707,,,0.06 0.08 197.27 58.68,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_285.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_288.jpg,crazing_288.jpg,bad_location,0,crazing,0,crazing,0.720357,0.461912,1.00 3.00 95.00 85.00,0.60 0.17 183.01 91.65,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_288.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_288.jpg,crazing_288.jpg,false_positive,,,0,crazing,0.292931,,,20.11 131.60 159.95 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_288.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_288.jpg,crazing_288.jpg,false_positive,,,0,crazing,0.207386,,,6.81 149.44 161.41 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_288.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_288.jpg,crazing_288.jpg,false_positive,,,0,crazing,0.109747,,,1.63 46.27 171.42 98.80,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_288.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_291.jpg,crazing_291.jpg,bad_location,0,crazing,0,crazing,0.128303,0.310278,1.00 48.00 160.00 120.00,0.00 78.40 108.16 146.61,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_291.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_291.jpg,crazing_291.jpg,false_positive,,,0,crazing,0.778980,,,0.59 0.06 148.38 71.03,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_291.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_292.jpg,crazing_292.jpg,false_positive,,,0,crazing,0.249372,,,123.16 62.43 199.00 158.85,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_292.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_292.jpg,crazing_292.jpg,false_positive,,,0,crazing,0.207285,,,1.04 0.04 195.80 63.51,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_292.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_292.jpg,crazing_292.jpg,false_positive,,,0,crazing,0.101039,,,2.32 36.52 199.00 132.60,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_292.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_41.jpg,crazing_41.jpg,false_positive,,,0,crazing,0.243025,,,0.56 0.17 119.22 93.48,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_41.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_41.jpg,crazing_41.jpg,false_positive,,,0,crazing,0.203936,,,141.14 0.02 199.00 84.26,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_41.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_41.jpg,crazing_41.jpg,false_positive,,,0,crazing,0.142423,,,6.32 82.46 199.00 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_41.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_41.jpg,crazing_41.jpg,false_positive,,,0,crazing,0.134158,,,1.43 141.02 198.61 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_41.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,bad_location,0,crazing,0,crazing,0.288558,0.467477,1.00 5.00 88.00 131.00,0.24 60.26 113.53 134.03,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.289963,,,2.10 163.60 120.13 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.280448,,,148.32 50.94 199.00 192.58,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.223400,,,150.46 0.00 199.00 73.87,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.165496,,,153.20 0.00 199.00 49.43,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.111404,,,35.24 0.16 199.00 45.33,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.106331,,,126.92 53.72 199.00 120.89,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_71.jpg,crazing_71.jpg,false_positive,,,0,crazing,0.102865,,,127.81 1.68 199.00 125.66,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_71.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_75.jpg,crazing_75.jpg,bad_location,0,crazing,0,crazing,0.492034,0.256434,158.00 24.00 199.00 173.00,103.36 98.05 195.95 163.49,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_75.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_75.jpg,crazing_75.jpg,false_positive,,,0,crazing,0.394613,,,9.88 101.78 95.69 164.91,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_75.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_75.jpg,crazing_75.jpg,false_positive,,,0,crazing,0.149672,,,3.40 49.32 122.86 119.39,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_75.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_75.jpg,crazing_75.jpg,false_positive,,,0,crazing,0.136622,,,1.43 15.18 124.64 104.45,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_75.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_87.jpg,crazing_87.jpg,bad_location,0,crazing,0,crazing,0.222557,0.394877,22.00 152.00 199.00 196.00,12.55 108.92 196.36 188.35,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_87.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_87.jpg,crazing_87.jpg,false_positive,,,0,crazing,0.667640,,,16.46 0.00 133.48 54.56,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_87.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_87.jpg,crazing_87.jpg,false_positive,,,0,crazing,0.182527,,,16.05 108.93 96.85 171.93,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_87.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_98.jpg,crazing_98.jpg,bad_location,0,crazing,0,crazing,0.482677,0.295074,1.00 51.00 159.00 108.00,0.95 3.39 153.17 82.52,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/crazing/crazing_98.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_98.jpg,crazing_98.jpg,false_positive,,,0,crazing,0.295441,,,87.62 75.98 198.69 160.75,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_98.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/crazing_98.jpg,crazing_98.jpg,false_positive,,,0,crazing,0.246961,,,30.66 134.56 174.51 181.73,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/crazing/crazing_98.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_102.jpg,inclusion_102.jpg,false_positive,,,1,inclusion,0.615629,,,63.11 0.00 84.18 54.77,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_102.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_102.jpg,inclusion_102.jpg,false_positive,,,1,inclusion,0.110983,,,75.60 0.00 109.53 189.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_102.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_129.jpg,inclusion_129.jpg,false_positive,,,1,inclusion,0.717408,,,71.02 0.00 89.33 25.07,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_129.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_129.jpg,inclusion_129.jpg,false_positive,,,1,inclusion,0.221818,,,34.56 0.00 51.31 12.87,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_129.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_129.jpg,inclusion_129.jpg,false_negative,1,inclusion,,,,,80.00 96.00 99.00 128.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/inclusion/inclusion_129.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_154.jpg,inclusion_154.jpg,false_positive,,,1,inclusion,0.428350,,,4.19 0.00 21.80 26.20,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_154.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_154.jpg,inclusion_154.jpg,false_positive,,,1,inclusion,0.148851,,,0.19 0.00 22.05 32.77,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_154.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_154.jpg,inclusion_154.jpg,false_positive,,,1,inclusion,0.145934,,,150.98 0.00 165.78 8.51,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_154.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_158.jpg,inclusion_158.jpg,false_positive,,,1,inclusion,0.244632,,,137.62 0.00 158.67 12.19,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_158.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_158.jpg,inclusion_158.jpg,false_positive,,,1,inclusion,0.143149,,,82.89 164.36 100.30 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_158.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_158.jpg,inclusion_158.jpg,false_positive,,,1,inclusion,0.133315,,,133.47 0.02 156.91 8.90,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_158.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_179.jpg,inclusion_179.jpg,false_positive,,,1,inclusion,0.450810,,,100.22 177.28 117.84 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_179.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_190.jpg,inclusion_190.jpg,bad_location,1,inclusion,1,inclusion,0.785524,0.466168,59.00 12.00 103.00 198.00,18.98 11.27 98.51 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/inclusion/inclusion_190.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_195.jpg,inclusion_195.jpg,false_positive,,,1,inclusion,0.694972,,,176.68 90.82 196.78 131.01,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_195.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_212.jpg,inclusion_212.jpg,false_positive,,,1,inclusion,0.534845,,,161.82 0.00 177.73 20.37,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_212.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_212.jpg,inclusion_212.jpg,false_positive,,,1,inclusion,0.107566,,,188.67 25.79 199.00 57.06,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_212.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_235.jpg,inclusion_235.jpg,false_positive,,,1,inclusion,0.408235,,,81.43 0.00 114.82 31.51,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_235.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_235.jpg,inclusion_235.jpg,false_positive,,,1,inclusion,0.389370,,,81.77 0.01 114.78 20.54,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_235.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_235.jpg,inclusion_235.jpg,false_positive,,,1,inclusion,0.365284,,,55.20 12.37 75.61 45.40,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_235.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_235.jpg,inclusion_235.jpg,false_positive,,,1,inclusion,0.238932,,,66.10 69.58 86.05 110.48,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_235.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_235.jpg,inclusion_235.jpg,false_positive,,,1,inclusion,0.108805,,,84.28 0.00 114.87 42.02,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_235.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_243.jpg,inclusion_243.jpg,false_positive,,,1,inclusion,0.724526,,,28.45 16.97 44.58 62.97,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_243.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_243.jpg,inclusion_243.jpg,false_positive,,,1,inclusion,0.676977,,,133.39 69.93 152.80 119.93,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_243.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_243.jpg,inclusion_243.jpg,false_positive,,,1,inclusion,0.353530,,,135.39 153.51 153.22 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_243.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_243.jpg,inclusion_243.jpg,false_positive,,,1,inclusion,0.189629,,,0.00 48.04 6.03 82.59,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_243.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_243.jpg,inclusion_243.jpg,false_negative,1,inclusion,,,,,56.00 41.00 74.00 88.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/inclusion/inclusion_243.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_248.jpg,inclusion_248.jpg,false_positive,,,1,inclusion,0.284409,,,42.44 0.24 62.50 56.36,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_248.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_274.jpg,inclusion_274.jpg,bad_location,1,inclusion,1,inclusion,0.398868,0.477713,168.00 1.00 180.00 37.00,164.39 0.08 182.00 23.97,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/inclusion/inclusion_274.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_274.jpg,inclusion_274.jpg,false_positive,,,1,inclusion,0.282620,,,156.28 100.32 173.30 146.48,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_274.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_284.jpg,inclusion_284.jpg,false_positive,,,1,inclusion,0.480452,,,113.44 180.19 128.19 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_284.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_284.jpg,inclusion_284.jpg,false_positive,,,1,inclusion,0.463753,,,111.90 156.61 136.65 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_284.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_284.jpg,inclusion_284.jpg,false_positive,,,5,scratches,0.130983,,,65.18 0.04 86.04 21.20,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/scratches/inclusion_284.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_284.jpg,inclusion_284.jpg,false_negative,1,inclusion,,,,,25.00 106.00 43.00 135.00,,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_negative/inclusion/inclusion_284.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_293.jpg,inclusion_293.jpg,false_positive,,,1,inclusion,0.515968,,,5.03 176.70 21.33 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_293.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_293.jpg,inclusion_293.jpg,false_positive,,,1,inclusion,0.466393,,,30.79 0.00 47.12 17.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_293.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_40.jpg,inclusion_40.jpg,false_positive,,,1,inclusion,0.467359,,,0.00 136.86 7.46 169.76,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_40.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_40.jpg,inclusion_40.jpg,false_positive,,,1,inclusion,0.278694,,,0.00 134.47 7.98 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_40.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_40.jpg,inclusion_40.jpg,false_positive,,,1,inclusion,0.214825,,,0.00 0.00 8.03 34.77,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_40.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_40.jpg,inclusion_40.jpg,false_positive,,,1,inclusion,0.138967,,,0.00 0.00 8.18 54.97,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_40.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_40.jpg,inclusion_40.jpg,false_positive,,,1,inclusion,0.105580,,,17.51 2.41 44.25 110.40,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_40.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_49.jpg,inclusion_49.jpg,false_positive,,,1,inclusion,0.352737,,,176.38 0.00 199.00 93.01,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_49.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_49.jpg,inclusion_49.jpg,false_positive,,,1,inclusion,0.163102,,,171.11 130.87 192.11 196.08,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_49.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_5.jpg,inclusion_5.jpg,false_positive,,,1,inclusion,0.555657,,,58.95 0.00 72.79 12.35,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_5.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_74.jpg,inclusion_74.jpg,false_positive,,,1,inclusion,0.476609,,,148.83 18.59 167.98 55.83,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_74.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_74.jpg,inclusion_74.jpg,false_positive,,,1,inclusion,0.240362,,,145.81 18.26 168.33 73.47,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_74.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.765315,,,42.69 112.27 72.59 192.29,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.416761,,,43.58 0.00 63.35 16.57,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.318639,,,133.65 1.21 180.40 139.98,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.182972,,,135.01 7.40 190.53 182.40,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.164065,,,20.68 59.47 68.52 110.50,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_80.jpg,inclusion_80.jpg,false_positive,,,1,inclusion,0.114257,,,142.74 8.70 191.88 128.95,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_80.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_84.jpg,inclusion_84.jpg,bad_location,1,inclusion,1,inclusion,0.648288,0.415159,85.00 170.00 101.00 199.00,63.83 171.04 101.78 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/bad_location/inclusion/inclusion_84.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.638637,,,120.08 175.24 134.70 199.00,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
/home/kdy/pycharm_prj/defact_detection/data/yolo/images/test/inclusion_89.jpg,inclusion_89.jpg,false_positive,,,1,inclusion,0.361513,,,87.32 157.41 102.80 181.31,/home/kdy/pycharm_prj/defact_detection/outputs/error_analysis/visual_cases/false_positive/inclusion/inclusion_89.jpg
